"Cluster","RA_ICRS","DE_ICRS","GLON","GLAT","r50","nbstars07","pmRA*","pmDE","plx","Flag","AgeNN","AVNN","DMNN","DistPc","SimbadName","_RA.icrs"
"UBC_460          ",113.818,-21.318,236.782,-0.475,0.151,50,-2,3.19,0.296,"NN            ",7.51,0.97,12.35,2946,"UBC 460                        ",113.818
"UBC_461          ",119.21,-23.815,241.456,2.605,0.187,72,-2.657,3.113,0.286,"NN            ",7.68,0.45,12.53,3210,"UBC 461                        ",119.21
"UBC_462          ",118.846,-24.033,241.465,2.183,0.11,8,-2.659,3.041,0.287,"NN            ",7.6,0,12.65,3381,"UBC 462                        ",118.846
"UBC_463          ",116.554,-26.202,242.26,-0.707,0.042,12,-3.726,3.053,0.447,"NN            ",7.77,0.13,11.53,2027,"UBC 463                        ",116.554
"UBC_464          ",113.533,-28.127,242.616,-4.011,0.165,62,-2.852,3.672,0.294,"NN            ",7.15,1.06,12.59,3294,"UBC 464                        ",113.533
"UBC_465          ",118.863,-25.412,242.652,1.455,0.162,78,-2.379,2.7,0.187,"NN            ",7.61,0.68,13.4,4780,"UBC 465                        ",118.863
"UBC_466          ",116.362,-27.239,243.074,-1.372,0.036,35,-1.044,2.936,0.169,"NN            ",8.6,1.53,13.32,4609,"UBC 466                        ",116.362
"UBC_467          ",123.177,-25.657,244.924,4.655,0.05,31,-3.054,2.122,0.168,"NN            ",9.16,0.18,13.55,5122,"UBC 467                        ",123.177
"UBC_468          ",116.591,-30.762,246.132,-2.94,0.206,40,-2.389,3.302,0.221,"NN            ",7.04,1.33,13.1,4164,"UBC 468                        ",116.591
"UBC_469          ",116.589,-32.266,247.494,-3.705,0.138,30,-2.243,3.363,0.249,"NN            ",7.82,1.88,12.56,3251,"UBC 469                        ",116.589
"UBC_47           ",41.996,63.789,135.378,3.77,0.051,24,1.192,-1.103,0.647,"NN            ",8.39,2.24,10.9,1514,"UBC 47                         ",41.996
"UBC_470          ",121.799,-30.88,248.653,0.796,0.063,22,-2.654,3.174,0.251,"NN            ",7.51,0.86,13.02,4012,"UBC 470                        ",121.799
"UBC_471          ",121.561,-33.053,250.377,-0.548,0.084,49,-2.828,3.775,0.193,"NN            ",8.85,0.91,13.21,4389,"UBC 471                        ",121.561
"UBC_472          ",120.76,-35.07,251.721,-2.185,0.05,32,-1.204,1.334,0.485,"NN            ",9.33,1.58,11.48,1977,"UBC 472                        ",120.76
"UBC_473          ",122.648,-34.297,251.916,-0.46,0.025,24,-2.637,2.567,0.168,"NN            ",8.87,0.78,13.27,4498,"UBC 473                        ",122.648
"UBC_474          ",124.866,-33.216,252.035,1.678,0.122,66,-2.692,3.26,0.162,"NN            ",8.87,0.54,13.49,4990,"UBC 474                        ",124.866
"UBC_475          ",123.892,-33.904,252.147,0.607,0.031,19,-2.879,2.907,0.488,"NN            ",7.6,0.65,11.51,2004,"UBC 475                        ",123.892
"UBC_476          ",126.579,-33.835,253.364,2.485,0.061,54,-3.113,2.691,0.203,"NN            ",7.94,1,13.05,4071,"UBC 476                        ",126.579
"UBC_478          ",119.399,-44.648,259.401,-8.063,0.087,45,-2.615,5.924,0.321,"NN            ",9.13,0.47,12.28,2859,"UBC 478                        ",119.399
"UBC_479          ",124.338,-42.582,259.556,-3.928,0.117,33,-4.814,5.119,0.648,"NN            ",7.31,0.7,10.84,1473,"UBC 479                        ",124.338
"UBC_480          ",119.954,-50.636,264.864,-10.761,0.094,13,-5.373,5.67,2.077,"NN            ",8.32,0.08,8.41,481,"UBC 480                        ",119.954
"UBC_482          ",131.14,-45.951,265.118,-1.976,0.194,97,-5.155,4.977,0.446,"NN            ",7.43,0.88,11.76,2245,"UBC 482                        ",131.14
"UBC_483          ",133.744,-47.42,267.408,-1.531,0.069,11,-5.074,4.415,0.521,"notEnoughStars","     ","     ","     ","      ","UBC 483                        ",133.744
"UBC_486          ",139.738,-50.555,272.392,-0.748,0.086,33,-8.19,6.933,0.659,"NN            ",7.82,0.87,10.86,1483,"UBC 486                        ",139.7381
"UBC_487          ",139.691,-51.6,273.101,-1.469,0.062,36,-5.812,4.14,0.499,"NN            ",7.42,1.39,11.31,1826,"UBC 487                        ",139.691
"UBC_488          ",139.767,-53.576,274.547,-2.84,0.024,27,-4.349,4.157,0.121,"NN            ",8.28,1.75,13.66,5400,"UBC 488                        ",139.767
"UBC_489          ",141.158,-53.069,274.784,-1.881,0.124,81,-4.954,3.807,0.324,"NN            ",7.02,1.31,12.23,2792,"UBC 489                        ",141.158
"UBC_49           ",60.217,59.198,145.141,4.758,0.067,47,-1.786,-1.302,0.344,"NN            ",9.42,1.84,12.22,2774,"UBC 49                         ",60.217
"UBC_490          ",140.563,-53.872,275.071,-2.702,0.094,47,-4.397,4.029,0.337,"NN            ",7.6,1.27,12.19,2743,"UBC 490                        ",140.563
"UBC_491          ",142.884,-53.001,275.481,-1.127,0.13,84,-4.393,3.322,0.245,"NN            ",8.26,2.01,12.87,3755,"UBC 491                        ",142.884
"UBC_492          ",148.736,-50.951,276.885,2.775,0.083,29,-6.86,4.997,0.39,"NN            ",7.77,1.26,12.1,2627,"UBC 492                        ",148.736
"UBC_493          ",141.18,-57.341,277.793,-4.939,0.123,25,-7.442,5.693,0.565,"NN            ",8.96,0.55,11.24,1772,"UBC 493                        ",141.1801
"UBC_494          ",143.863,-57.313,278.825,-3.932,0.05,45,-5.181,3.687,0.227,"NN            ",8.84,1.79,12.74,3524,"UBC 494                        ",143.863
"UBC_495          ",144.977,-57.294,279.246,-3.507,0.055,48,-4.77,3.773,0.222,"NN            ",8.61,1.22,12.88,3773,"UBC 495                        ",144.977
"UBC_496          ",159.693,-54.247,284.259,3.779,0.114,21,-7.889,1.45,0.571,"NN            ",7.88,0.37,11.09,1651,"UBC 496                        ",159.6931
"UBC_497          ",158.003,-57.01,284.801,0.87,0.048,67,-9.69,4.373,0.522,"tooRed        ","     ","     ","     ","      ","UBC 497                        ",158.0031
"UBC_498          ",155.086,-59.657,284.904,-2.199,0.049,31,-6.024,2.842,0.295,"NN            ",8.61,0.84,12.33,2924,"UBC 498                        ",155.0861
"UBC_499          ",158.639,-59.752,286.476,-1.35,0.096,24,-6.543,2.81,0.396,"NN            ",7.72,0.76,11.86,2349,"UBC 499                        ",158.6391
"UBC_5            ",238.548,-47.74,331.799,4.625,0.382,29,-6.695,-4.225,1.785,"NN            ",8.3,0.26,8.71,551,"UBC 5                          ",238.548
"UBC_500          ",162.663,-55.845,286.523,3.152,0.103,29,-7.308,3.001,0.37,"NN            ",8.4,1.03,12.05,2575,"UBC 500                        ",162.6631
"UBC_502          ",159.583,-59.54,286.771,-0.918,0.069,28,-5.712,2.068,0.541,"NN            ",8.6,0.51,11.24,1767,"UBC 502                        ",159.583
"UBC_503          ",156.274,-62.321,286.807,-4.117,0.064,21,-7.424,5.209,0.464,"NN            ",9.19,0.54,11.62,2108,"UBC 503                        ",156.2741
"UBC_504          ",159.738,-61.099,287.609,-2.231,0.045,33,-5.743,2.921,0.174,"NN            ",7.05,1.15,13.42,4824,"UBC 504                        ",159.7381
"UBC_505          ",160.939,-60.107,287.66,-1.078,0.059,34,-5.926,2.205,0.295,"NN            ",8.78,0.28,12.73,3511,"UBC 505                        ",160.9391
"UBC_506          ",159.233,-62.035,287.849,-3.166,0.055,35,-6.166,3.413,0.299,"NN            ",8.43,0.79,12.66,3399,"UBC 506                        ",159.2331
"UBC_507          ",162.594,-61.437,288.981,-1.891,0.035,25,-6.457,2.929,0.145,"NN            ",8.22,1.05,13.38,4731,"UBC 507                        ",162.5941
"UBC_508          ",164.106,-60.489,289.217,-0.714,0.041,63,-5.194,2.28,0.138,"NN            ",9.08,1.62,13.3,4581,"UBC 508                        ",164.106
"UBC_509          ",164.064,-61.089,289.476,-1.248,0.063,25,-6.586,2.363,0.287,"NN            ",8.77,0.57,12.67,3420,"UBC 509                        ",164.0641
"UBC_51           ",59.648,52.56,149.233,-0.482,0.148,34,-0.279,-1.275,0.879,"NN            ",7,0.79,10.11,1051,"UBC 51                         ",59.648
"UBC_510          ",163.234,-62.747,289.829,-2.919,0.038,24,-5.675,2.08,0.18,"NN            ",7.19,1.48,13.22,4395,"UBC 510                        ",163.2341
"UBC_511          ",151.935,-70.747,290.178,-12.045,0.109,35,-6.671,6.191,0.749,"NN            ",8.73,0.39,10.53,1273,"UBC 511                        ",151.9351
"UBC_512          ",166.386,-60.466,290.248,-0.229,0.091,114,-6.246,1.919,0.209,"NN            ",8.47,0.81,12.71,3488,"UBC 512                        ",166.3861
"UBC_513          ",171.342,-61.446,292.834,-0.269,0.038,16,-5.616,0.539,0.364,"NN            ",8.31,0.93,12.07,2599,"UBC 513                        ",171.3421
"UBC_514          ",158.561,-73.324,293.35,-13.07,0.174,26,-6.926,1.087,0.504,"manual        ",9.35,0.73,11.34,1850,"UBC 514                        ",158.5611
"UBC_515          ",179.311,-62.968,296.822,-0.738,0.075,30,-6.147,0.691,0.239,"NN            ",6.91,1.53,12.77,3580,"UBC 515                        ",179.3111
"UBC_516          ",182.541,-62.33,298.16,0.157,0.038,24,-4.784,0.49,0.272,"NN            ",8.46,1.37,12.52,3186,"UBC 516                        ",182.541
"UBC_517          ",182.482,-63.791,298.372,-1.296,0.148,53,-5.685,0.008,0.392,"NN            ",7.35,0.77,11.85,2348,"UBC 517                        ",182.4821
"UBC_518          ",184.56,-62.969,299.179,-0.346,0.055,21,-5.564,0.091,0.265,"NN            ",7.48,1.61,12.66,3404,"UBC 518                        ",184.5601
"UBC_519          ",185.454,-60.4,299.275,2.262,0.06,27,-5.635,0.905,0.299,"NN            ",8.81,1.45,12.19,2746,"UBC 519                        ",185.454
"UBC_52           ",64.728,52.344,151.663,1.449,0.076,32,-0.868,0.616,0.401,"NN            ",9.01,1.56,11.73,2215,"UBC 52                         ",64.728
"UBC_520          ",186.083,-66.672,300.245,-3.94,0.051,25,-4.872,-0.095,0.492,"manual        ",8.9,1.23,11.35,1866,"UBC 520                        ",186.0831
"UBC_521          ",187.576,-64.16,300.632,-1.381,0.067,45,-8.453,-0.851,0.322,"NN            ",8.97,1.66,12.07,2594,"UBC 521                        ",187.5761
"UBC_522          ",190.822,-61.627,301.962,1.231,0.11,57,-4.447,-1.154,0.396,"NN            ",7.18,2.22,11.93,2435,"UBC 522                        ",190.822
"UBC_523          ",191.63,-66.205,302.435,-3.339,0.032,18,-5.078,0.033,0.311,"NN            ",8.22,1.56,12.62,3337,"UBC 523                        ",191.6301
"UBC_524          ",192.623,-60.996,302.818,1.875,0.053,43,-6.534,-0.832,0.267,"NN            ",8.92,1.07,12.42,3046,"UBC 524                        ",192.6231
"UBC_525          ",196.023,-63.941,304.322,-1.102,0.1,54,-4.202,-1.219,0.436,"NN            ",7.07,2.26,11.79,2279,"UBC 525                        ",196.023
"UBC_526          ",199.664,-62.523,306.065,0.182,0.074,17,-4.158,-1.833,0.452,"NN            ",7.26,1.46,11.47,1969,"UBC 526                        ",199.664
"UBC_527          ",204.529,-66.651,307.548,-4.198,0.056,33,-7.503,-2.654,0.553,"NN            ",8.4,0.79,11.14,1687,"UBC 527                        ",204.5291
"UBC_528          ",204.627,-61.607,308.491,0.755,0.067,30,-4.819,-1.793,0.252,"NN            ",9.43,0.83,12.9,3795,"UBC 528                        ",204.627
"UBC_529          ",205.412,-61.922,308.807,0.375,0.073,119,-7.326,-2.563,0.285,"NN            ",8.22,2.6,12.29,2875,"UBC 529                        ",205.4121
"UBC_53           ",59.821,47.395,152.68,-4.333,0.057,47,0.666,-2.965,0.6,"NN            ",8.68,1.67,11.14,1692,"UBC 53                         ",59.821
"UBC_531          ",211.837,-63.076,311.408,-1.458,0.062,32,-5.216,-2.916,0.349,"NN            ",7.91,1.64,12.15,2691,"UBC 531                        ",211.837
"UBC_532          ",226.476,-62.239,317.9,-3.344,0.052,16,-2.409,-3.214,0.485,"NN            ",7.56,2.62,11.54,2035,"UBC 532                        ",226.476
"UBC_533          ",230.274,-53.179,324.338,3.361,0.087,23,-1.69,-1.345,0.791,"NN            ",7.95,0.75,10.44,1226,"UBC 533                        ",230.274
"UBC_534          ",238.697,-57.868,325.376,-3.234,0.102,25,-1.443,-3.598,0.565,"NN            ",7.92,0.95,11.06,1626,"UBC 534                        ",238.697
"UBC_535          ",237.584,-56.758,325.616,-1.989,0.05,28,-3.938,-4.544,0.3,"NN            ",7.25,2.16,12.28,2862,"UBC 535                        ",237.584
"UBC_536          ",237.68,-55.632,326.405,-1.134,0.079,21,-3.355,-4.77,0.498,"NN            ",7.51,2.96,11.49,1982,"UBC 536                        ",237.68
"UBC_537          ",242.896,-53.037,330.378,-1.188,0.045,64,-2.435,-2.018,0.29,"NN            ",9.34,0.69,12.6,3316,"UBC 537                        ",242.896
"UBC_538          ",242.592,-52.339,330.724,-0.537,0.065,122,-2.895,-4.245,0.322,"NN            ",8.8,2.67,12.21,2772,"UBC 538                        ",242.592
"UBC_539          ",243.053,-51.471,331.516,-0.126,0.087,26,-1.617,-1.936,0.418,"NN            ",7.73,1.58,11.91,2404,"UBC 539                        ",243.053
"UBC_54           ",64.747,46.453,155.799,-2.748,0.178,143,3.32,-3.758,0.879,"NN            ",8.4,0.98,10.22,1105,"UBC 54                         ",64.747
"UBC_540          ",243.758,-51.688,331.678,-0.567,0.098,78,-3.567,-4.015,0.303,"NN            ",7.64,2.24,12.26,2828,"UBC 540                        ",243.758
"UBC_541          ",243.015,-50.188,332.381,0.843,0.088,61,-2.688,-2.785,0.391,"NN            ",7.34,2.78,11.82,2309,"UBC 541                        ",243.015
"UBC_542          ",244.575,-49.487,333.585,0.661,0.067,52,-0.38,-1.326,0.554,"NN            ",8.1,1.84,11.25,1777,"UBC 542                        ",244.575
"UBC_545          ",248.527,-48.881,335.816,-0.784,0.075,37,-1.095,-2.721,0.332,"NN            ",7.55,2.13,12.05,2575,"UBC 545                        ",248.527
"UBC_546          ",253.687,-48.459,338.377,-3.067,0.104,23,-1.276,-2.691,0.496,"NN            ",8.53,2.17,11.27,1796,"UBC 546                        ",253.687
"UBC_547          ",251.64,-47.103,338.54,-1.15,0.18,175,-0.744,-2.007,0.312,"NN            ",7.18,1.63,12.18,2726,"UBC 547                        ",251.64
"UBC_548          ",250.353,-46.11,338.718,0.175,0.069,34,-2.116,-3.884,0.407,"NN            ",8.62,2.27,11.88,2379,"UBC 548                        ",250.353
"UBC_549          ",252.156,-46.965,338.862,-1.312,0.063,20,-0.807,-1.925,0.311,"NN            ",7.93,1.92,12.31,2895,"UBC 549                        ",252.156
"UBC_55           ",66.364,46.122,156.823,-2.19,0.143,56,-1.067,-2.604,1.079,"NN            ",7.53,1.38,9.76,896,"UBC 55                         ",66.364
"UBC_550          ",252.65,-45.07,340.539,-0.373,0.051,39,-2.564,-4.136,0.37,"NN            ",7.67,2.42,12.07,2589,"UBC 550                        ",252.65
"UBC_552          ",254.724,-42.06,343.826,0.378,0.08,39,-0.162,-0.387,0.355,"NN            ",7.05,3.19,11.94,2446,"UBC 552                        ",254.724
"UBC_553          ",253.51,-41.271,343.871,1.556,0.103,38,-0.551,-1.811,0.581,"NN            ",7.12,1.36,11,1583,"UBC 553                        ",253.51
"UBC_554          ",256.116,-41.67,344.778,-0.237,0.071,40,-0.594,-0.899,0.527,"NN            ",7.78,2.17,11.28,1801,"UBC 554                        ",256.116
"UBC_555          ",256.582,-41.582,345.051,-0.453,0.034,25,-0.684,-0.511,0.556,"NN            ",8.72,2.54,11.11,1667,"UBC 555                        ",256.582
"UBC_556          ",259.305,-41.523,346.297,-2.049,0.048,33,0.107,-0.738,0.546,"NN            ",8.68,2.28,11.2,1740,"UBC 556                        ",259.305
"UBC_557          ",256.181,-38.983,346.913,1.371,0.113,30,1.456,-0.4,0.63,"NN            ",8.16,1.36,11.04,1617,"UBC 557                        ",256.181
"UBC_558          ",259.353,-40.276,347.35,-1.375,0.069,130,-0.734,-1.952,0.342,"NN            ",6.86,3.23,12.26,2833,"UBC 558                        ",259.353
"UBC_559          ",259.123,-39.699,347.706,-0.915,0.152,117,-0.493,-1.409,0.386,"NN            ",7.06,3.1,11.66,2144,"UBC 559                        ",259.123
"UBC_56           ",69.874,47.534,157.428,0.529,0.133,72,1.594,-4.008,1.118,"NN            ",8.78,1.59,9.75,891,"UBC 56                         ",69.874
"UBC_560          ",254.821,-36.071,348.586,4.003,0.048,26,0.752,-0.667,0.65,"manual        ",8.8,1.5,10.8,1445,"UBC 560                        ",254.821
"UBC_561          ",261.208,-37.497,350.444,-0.984,0.051,31,0.166,-3.931,0.6,"NN            ",8.43,2.17,11.02,1602,"UBC 561                        ",261.208
"UBC_562          ",262.776,-37.891,350.818,-2.235,0.083,54,-0.155,-2.621,0.403,"NN            ",7.07,3.4,11.94,2440,"UBC 562                        ",262.776
"UBC_563          ",256.749,-30.673,353.873,5.971,0.062,20,-0.528,-4.161,0.891,"NN            ",8.28,1.23,10.17,1081,"UBC 563                        ",256.749
"UBC_564          ",263.999,-34.645,354.088,-1.29,0.101,50,-0.234,-1.719,0.373,"NN            ",7.41,3.02,11.9,2396,"UBC 564                        ",263.999
"UBC_565          ",264.004,-33.908,354.697,-0.901,0.127,79,-0.138,-1.467,0.396,"NN            ",6.96,3.16,11.81,2299,"UBC 565                        ",264.004
"UBC_566          ",263.681,-33.102,355.233,-0.229,0.085,144,0.252,-0.517,0.378,"tooRed        ","     ","     ","     ","      ","UBC 566                        ",263.681
"UBC_568          ",262.951,-31.915,355.892,0.926,0.041,50,-0.853,-1.813,0.327,"NN            ",6.75,3.6,12.03,2545,"UBC 568                        ",262.951
"UBC_57           ",62.981,42.723,157.487,-6.306,0.054,36,3.234,-2.274,0.48,"NN            ",9.18,1.11,11.6,2090,"UBC 57                         ",62.981
"UBC_571          ",267.346,-29.574,359.873,-1.034,0.038,29,-1.07,-2.876,0.334,"NN            ",7.55,2.86,12.07,2599,"UBC 571                        ",267.346
"UBC_572          ",280.417,-21.959,12.203,-7.784,0.06,23,0.999,-0.63,0.647,"NN            ",9.28,1.1,10.92,1527,"UBC 572                        ",280.417
"UBC_573          ",275.017,-9.46,20.936,2.551,0.074,17,-0.179,-4.474,0.532,"NN            ",8.64,1.95,11.19,1728,"UBC 573                        ",275.017
"UBC_575          ",290.994,-5.102,32.036,-9.576,0.095,9,-0.303,-5.18,0.915,"notEnoughStars","     ","     ","     ","      ","UBC 575                        ",290.994
"UBC_576          ",284.685,0.433,34.15,-1.432,0.038,17,-0.754,-3.55,0.744,"NN            ",7.89,2.48,10.61,1322,"UBC 576                        ",284.685
"UBC_577          ",282.158,22.091,52.503,10.476,0.049,9,-1.038,3.065,0.997,"NN            ",9.44,0,10.25,1122,"UBC 577                        ",282.158
"UBC_578          ",301.607,33.015,70.356,0.488,0.045,13,-2.708,-4.951,0.182,"NN            ",7.34,2.53,13.21,4393,"UBC 578                        ",301.607
"UBC_579          ",305.89,32,71.526,-3.077,0.041,10,-1.95,-3.613,0.357,"notEnoughStars","     ","     ","     ","      ","UBC 579                        ",305.89
"UBC_580          ",303.206,35.92,73.524,0.974,0.1,46,-2.401,-4.5,0.242,"tooRed        ","     ","     ","     ","      ","UBC 580                        ",303.206
"UBC_582          ",299.833,38.551,74.325,4.616,0.07,11,-3.06,-7.856,0.895,"NN            ",7.8,0.42,10.05,1022,"UBC 582                        ",299.833
"UBC_583          ",303.735,36.659,74.36,1.029,0.122,55,-3.393,-5.135,0.268,"NN            ",7.94,1.71,12.34,2943,"UBC 583                        ",303.735
"UBC_584          ",304.213,41.983,79.008,3.675,0.035,15,-3.678,-4.135,0.54,"manual        ",7.15,2.7,11.12,1674,"UBC 584                        ",304.213
"UBC_585          ",307,40.548,79.011,1.152,0.071,18,-2.829,-5.528,0.663,"NN            ",8.08,2.28,11,1585,"UBC 585                        ",307
"UBC_586          ",301.081,46.8,81.883,8.144,0.111,36,-3.75,-4.912,0.343,"NN            ",9.04,1.11,12.06,2578,"UBC 586                        ",301.081
"UBC_587          ",311.587,43.69,83.588,0.308,0.106,26,-2.86,-4.837,0.286,"NN            ",7.16,3.11,12.19,2735,"UBC 587                        ",311.587
"UBC_588          ",311.555,45.417,84.901,1.412,0.094,23,-2.347,-2.642,0.566,"NN            ",7.86,2.44,11.25,1777,"UBC 588                        ",311.555
"UBC_589          ",316.931,45.316,87.292,-1.509,0.017,10,-3.149,-3.87,0.203,"notEnoughStars","     ","     ","     ","      ","UBC 589                        ",316.931
"UBC_59           ",82.239,48.043,162.06,7.443,0.107,76,0.682,-1.996,0.39,"NN            ",8.69,0.95,12.06,2585,"UBC 59                         ",82.239
"UBC_590          ",313.824,47.579,87.576,1.585,0.028,13,-3.134,-4.102,0.222,"NN            ",7.07,3.37,12.9,3802,"UBC 590                        ",313.824
"UBC_591          ",325.003,49.324,94.008,-2.486,0.023,6,-3.506,-4.848,0.49,"notEnoughStars","     ","     ","     ","      ","UBC 591                        ",325.003
"UBC_592          ",332.209,53.001,99.834,-2.415,0.112,19,-3.366,-3.5,0.273,"NN            ",7.92,0.99,12.53,3212,"UBC 592                        ",332.209
"UBC_593          ",346.355,55.082,108.094,-4.694,0.057,11,-2.438,-3.693,0.513,"notEnoughStars","     ","     ","     ","      ","UBC 593                        ",346.355
"UBC_594          ",359.482,61.449,116.587,-0.765,0.033,15,-1.992,-0.548,0.209,"NN            ",8.18,1.64,13.02,4016,"UBC 594                        ",359.482
"UBC_595          ",359.831,62.45,116.978,0.178,0.086,32,-1.244,-0.644,0.213,"NN            ",8.43,1.5,12.97,3927,"UBC 595                        ",359.831
"UBC_596          ",3.36,53.832,117.277,-8.629,0.061,12,-2.193,-0.973,0.527,"NN            ",8.15,0.32,11.32,1837,"UBC 596                        ",3.36
"UBC_597          ",1.959,62.984,118.007,0.527,0.081,20,-3.495,-0.779,0.266,"NN            ",8.14,1.23,12.58,3287,"UBC 597                        ",1.959
"UBC_598          ",10.697,64.764,122.009,1.908,0.103,13,-2.466,-0.096,0.297,"tooRed        ","     ","     ","     ","      ","UBC 598                        ",10.697
"UBC_599          ",11.683,60.073,122.345,-2.793,0.039,9,-1.176,-0.217,0.169,"notEnoughStars","     ","     ","     ","      ","UBC 599                        ",11.683
"UBC_6            ",344.01,51.187,105.165,-7.66,0.211,76,-4.644,-4.896,0.676,"NN            ",8.87,0.64,10.87,1493,"UBC 6                          ",344.01
"UBC_600          ",20.774,64.54,126.326,1.862,0.184,84,-1.181,0.118,0.161,"NN            ",7.5,2.39,12.61,3333,"UBC 600                        ",20.774
"UBC_601          ",20.338,62.509,126.377,-0.153,0.103,17,-1.859,-0.299,0.292,"tooRed        ","     ","     ","     ","      ","UBC 601                        ",20.338
"UBC_602          ",24.555,60.72,128.627,-1.639,0.032,3,-1.042,-0.275,0.302,"notEnoughStars","     ","     ","     ","      ","UBC 602                        ",24.555
"UBC_603          ",26.858,54.711,130.999,-7.262,0.231,48,-0.844,-1.261,0.275,"NN            ",7.63,0.41,12.3,2887,"UBC 603                        ",26.858
"UBC_604          ",32.546,65.42,131.014,3.78,0.13,29,-0.728,0.486,0.327,"NN            ",7.19,2.6,12.39,3000,"UBC 604                        ",32.546
"UBC_605          ",66.026,75.816,134.813,18.151,0.166,19,1.354,-0.77,0.332,"notEnoughStars","     ","     ","     ","      ","UBC 605                        ",66.026
"UBC_607          ",47.731,50.297,144.503,-6.635,0.066,21,-1.212,-0.31,0.197,"NN            ",9.22,1.82,13.63,5318,"UBC 607                        ",47.731
"UBC_608          ",61.358,55.926,147.765,2.718,0.071,48,-0.182,0.044,0.138,"NN            ",7.31,1.95,13.66,5383,"UBC 608                        ",61.358
"UBC_609          ",65.262,53.069,151.282,2.214,0.335,228,0.474,-0.667,0.198,"NN            ",6.75,2.38,12.81,3645,"UBC 609                        ",65.262
"UBC_61           ",75.067,36.23,168.585,-3.741,0.145,52,2.079,-2.17,0.743,"NN            ",8.92,1.24,10.59,1314,"UBC 61                         ",75.067
"UBC_610          ",91.415,55.834,157.899,16.164,0.095,14,0.73,-1.996,0.292,"notEnoughStars","     ","     ","     ","      ","UBC 610                        ",91.415
"UBC_611          ",71.049,41.675,162.399,-2.691,0.112,7,0.122,-1.062,0.322,"notEnoughStars","     ","     ","     ","      ","UBC 611                        ",71.049
"UBC_612          ",79.833,40.14,167.668,1.601,0.07,16,0.335,-0.685,0.133,"NN            ",7.21,1.51,13.74,5607,"UBC 612                        ",79.833
"UBC_613          ",79.976,38.975,168.678,1.013,0.04,16,0.268,-0.664,0.171,"NN            ",8.14,1.4,13,3986,"UBC 613                        ",79.976
"UBC_614          ",80.099,30.241,175.917,-3.874,0.082,21,0.864,-0.741,0.532,"NN            ",9.21,0.6,11.33,1844,"UBC 614                        ",80.099
"UBC_615          ",104.88,33.154,183.41,15.98,0.128,17,-0.313,-2.478,0.319,"NN            ",9.29,0.37,12.47,3116,"UBC 615                        ",104.88
"UBC_616          ",106.99,19.939,196.727,12.449,0.067,24,-1.322,-0.722,0.314,"NN            ",8.91,0.22,12.25,2817,"UBC 616                        ",106.99
"UBC_617          ",94.739,10.121,200.212,-2.489,0.057,12,-1.377,-0.2,0.445,"NN            ",9.3,0.6,11.89,2392,"UBC 617                        ",94.739
"UBC_618          ",96.241,7.617,203.133,-2.362,0.061,35,0.251,0.062,0.132,"NN            ",8.86,0.9,13.5,5004,"UBC 618                        ",96.241
"UBC_619          ",111.692,13.116,205.029,13.692,0.096,23,-0.616,-0.672,0.304,"NN            ",9.4,0.25,12.51,3179,"UBC 619                        ",111.692
"UBC_620          ",97.923,2.501,208.445,-3.238,0.098,17,-1.615,-0.203,0.659,"NN            ",7.7,1.42,10.8,1443,"UBC 620                        ",97.923
"UBC_622          ",111.743,9.299,208.575,12.045,0.15,17,-1.081,0.169,0.288,"NN            ",8.88,0.41,12.58,3287,"UBC 622                        ",111.743
"UBC_623          ",118.391,7.739,213.008,17.273,0.17,18,-1.243,-0.657,0.352,"NN            ",9.21,0.05,12.09,2623,"UBC 623                        ",118.391
"UBC_624          ",119.227,7.984,213.165,18.176,0.154,26,-0.838,-1.086,0.406,"manual        ",9.3,0.24,12.04,2563,"UBC 624                        ",119.227
"UBC_625          ",119.119,6.342,214.636,17.335,0.12,8,-1.657,-1.302,0.4,"notEnoughStars","     ","     ","     ","      ","UBC 625                        ",119.119
"UBC_626          ",106.476,-2.304,216.628,2.165,0.038,25,-1.18,0.8,0.215,"NN            ",8.88,0.51,13.09,4141,"UBC 626                        ",106.476
"UBC_627          ",120.007,1.469,219.595,15.9,0.126,16,-1.976,0.339,0.382,"NN            ",9.32,0.12,12.12,2651,"UBC 627                        ",120.007
"UBC_628          ",107.153,-6.212,220.418,0.971,0.045,22,-0.535,0.555,0.161,"NN            ",9.2,0.57,13.43,4853,"UBC 628                        ",107.153
"UBC_629          ",121.07,-3.797,224.885,14.303,0.191,16,-2.262,0.094,0.315,"NN            ",9.52,0.02,12.38,2998,"UBC 629                        ",121.07
"UBC_63           ",79.664,37.815,169.495,0.152,0.085,26,1.096,-3.516,0.649,"NN            ",7.78,0.45,10.95,1546,"UBC 63                         ",79.664
"UBC_630          ",112.836,-12.699,228.806,2.855,0.093,15,-2.62,2.66,0.42,"NN            ",8.1,0.48,11.73,2216,"UBC 630                        ",112.836
"UBC_631          ",112.709,-14.148,229.996,2.072,0.09,9,-1.381,1.633,0.195,"notEnoughStars","     ","     ","     ","      ","UBC 631                        ",112.709
"UBC_632          ",121.59,-9.602,230.361,11.887,0.078,19,-2.471,1.729,0.264,"notEnoughStars","     ","     ","     ","      ","UBC 632                        ",121.59
"UBC_633          ",112.824,-15.429,231.162,1.549,0.096,16,-1.343,1.477,0.173,"NN            ",7.14,1.82,13.75,5629,"UBC 633                        ",112.824
